,goal_name,goal_name_key_pos,goal_weight,goal_words,goal_aver_word_len,goal_verbs_counter,goal_nouns_counter,goal_numr_counter,goal_adj_counter,goal_digit_counter,label_attractor_knowledge,label_attractor_hard_skill,label_attractor_soft_skill,label_attractor_tool,label_attractor_community,label_attractor_subjectivity,label_attractor_habits,label_attractor_career,label_attractor_fixing,label_attractor_art,label_attractor_health
13870,быть в интеллектуальном тонусе,быть интеллектуальный тонус,1.2717,4,6.75,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0.0
13880,быть начитанным и разносторонним человеком,быть начитанный разносторонний человек,2.0652,5,7.6,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0.0
13900,найти дополнительный заработок,найти дополнительный заработок,0.49760000000000004,3,9.33,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
13912,научиться работать с графическим редактором,научиться работать графический редактор,1.54,5,7.8,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
13953,интересный спикер  ораторское искусство,интересный спикер ораторский искусство,1.6546999999999998,5,7.0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0.0
14008,преодаление внутреннего страха  что меня не поймут всегда есть чувство тревоги  что ты можешь оказаться не прав и другие осудят тебя или поймут не должным образом,преодаление внутренний страх понять есть чувство тревога мочь оказаться право другой осудить понять должный образ,10.144400000000001,28,4.82,6,6,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0
14014,знакомство с новыми людьми,знакомство новый человек,0.2551,4,5.75,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1.0
14016,знакомства с новыми людьми,знакомство новый человек,0.2551,4,5.75,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
14045,прочитать 50 книг по бизнесу  инновациям и личностному развитию в 2020 году,прочитать 50 книга бизнес инновация личностный развитие 2020 год,2.8547000000000002,13,4.85,1,5,0,1,6,1,1,1,0,0,0,0,0,0,0,0.0
14048,повышение своего уровня компетенции  приобретение новых компетенций,повышение свой уровень компетенция приобретение новый компетенция,0.34140000000000004,8,7.5,0,5,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
14062,быть компетентной в вопросах управления образовательной организацией,быть компетентный вопрос управление образовательный организация,1.6883,7,8.86,1,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0.0
14078,научиться управленческим качествам   сборка команды  комфортная работа команды в коллективе с поступательным достижением результата,научиться управленческий качество сборка команда комфортный работа команда коллектив поступательный достижение результат,4.6153,17,6.76,1,8,0,3,0,1,1,1,0,0,0,0,0,0,0,0.0
14125,развитие качеств  важные для успешной работы по избранной специальности,развитие качество важный успешный работа избранный специальность,1.8908,10,6.2,0,4,0,3,0,1,1,0,0,0,1,0,0,0,0,0.0
14144,расширение компетенций,расширение компетенция,0.1114,2,10.5,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0.0
14148,посетить нью йорк,посетить йорк,2.0,3,5.0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
14152,новая информация,новый информация,0.1227,2,7.5,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
14211,помощь другим,помощь другой,0.6111,2,6.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
14213,продукт  который улучшит мир,продукт который улучшить мир,0.5159,5,4.8,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0
14260,применение накопленных знаний для улучшения мира вокруг себя как в локальном смысле  так и в глобальном,применение знание улучшение мир локальный смысл глобальный,3.0122999999999998,17,5.12,0,5,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
14282,выучить нужные языки,выучить нужный язык,0.3776,3,6.0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0
14371,развить компетенции мышления,развить компетенция мышление,0.7588,3,8.67,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0.0
14387,учиться   учиться и еще раз учиться,учиться учиться раз учиться,1.0001,8,3.5,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
14391,новые знания ,новый знание,0.023899999999999998,3,3.67,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0
14404,познание себя,познание,0.1429,2,6.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0
14427,два миллиардера долларов на личном счете ,два миллиардер доллар личный счёт,3.1111,7,5.0,0,3,1,1,0,1,1,0,0,0,0,0,1,1,0,0.0
14454,карьерный рост,карьерный рост,0.1726,2,6.5,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0
14471,устроиться на высокооплачиваемую работу ,устроиться высокооплачиваемый работа,1.1651,5,7.2,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
14490,поиск и использование новых возможностей в профессиональном плане,поиск использование новый возможность профессиональный план,1.7245,8,7.25,0,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0.0
14516,повышать профессиональный уровень,повышать профессиональный уровень,0.2455,3,10.33,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0.0
14526,сделать так  чтобы моя будущая рабо а доставляла мне огромное удовольствие,сделать мой будущий рабо доставлять огромный удовольствие,4.0095,12,5.25,2,2,0,3,0,1,1,1,0,0,0,0,0,0,0,0.0
14570,стараться учить языки,стараться учить язык,1.3859,3,6.33,2,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0.0
14593,деньги,деньга,0.2,1,6.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
14597,достижения в хобби,достижение хобби,1.1429,3,5.33,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
14634,профессионализм,профессионализм,0.25,1,15.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
14665,навыки владения по в сфере своих компетенций,навык владение сфера свой компетенция,0.3905,7,5.43,0,4,0,1,0,1,1,0,0,0,0,0,1,1,0,0.0
14669,методы применения,метод применение,0.45,2,8.0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0
14705,продвижение по карьерной лестнице,продвижение карьерный лестница,2.125,4,7.5,0,2,0,1,0,1,1,1,0,1,0,0,1,0,0,0.0
14709,психология взаимоотношений,психология взаимоотношение,1.2,2,12.5,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
14718,умения,умение,0.0625,1,6.0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0.0
14728,развитие собственных умений,развитие собственный умение,0.4196,3,8.33,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
14762,самореализация в профессии,самореализация профессия,0.1778,3,8.0,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0.0
14780,личное удовлетворение ,личный удовлетворение,0.4444,3,6.67,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
14810,расширение знаний в другой сфере,расширение знание другой сфера,0.22149999999999997,5,5.6,0,3,0,1,0,1,1,1,0,1,0,0,0,1,0,0.0
14824,докторская диссертация,докторский диссертация,0.6666,2,10.5,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0
14851,умение создавать кластер,умение создавать кластер,1.5625,3,7.33,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0
14907,использование полученных знаний для конкретных задач ,использование знание конкретный задача,1.0123,7,6.71,0,3,0,1,0,1,1,1,0,0,1,0,1,0,1,1.0
14933,иметь большую семью,иметь больший семья,0.37629999999999997,3,5.67,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0.0
14944,расширение кругозора,расширение кругозор,0.11929999999999999,2,9.5,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0
14947,гармонизация всех сфер профессиональной и личной жизни баланс,гармонизация весь сфера профессиональный личный жизнь баланс,2.4227,8,6.75,0,4,0,3,0,0,0,0,1,0,0,0,1,1,1,0.0
14951,формирование и развитие надпрофессиональных компетенций  необходимых в области управления дополнительным образования,формирование развитие надпрофессиональный компетенция необходимый область управление дополнительный образование,2.4760999999999997,12,8.75,0,6,0,3,0,1,1,1,0,0,1,0,0,0,0,0.0
14972,найти работу,найти работа,0.0698,2,5.5,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0.0
14974,найти работу,найти работа,0.0698,2,5.5,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0.0
14977,познавать новые сферы в жизни,познавать новый сфера жизнь,0.6047,5,5.0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0.0
14994,совершенствование имеющихся и приобретение новых профессиональных навыков,совершенствование приобретение новый профессиональный навык,0.44470000000000004,7,9.57,0,3,0,2,0,0,0,1,0,1,1,0,0,0,0,0.0
15005,новые книги,новый книга,0.2616,2,5.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0
15006,написать 10 тетрадь лекции ,написать 10 тетрадь лекция,3.5,5,4.6,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0.0
15012,освоить полученные знания,освоить знание,0.1552,3,7.67,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
15032,добиться отличных результатов и помогать людям,добиться отличный результат помогать человек,2.1268,6,6.83,2,2,0,1,0,1,0,0,0,1,1,1,0,0,0,1.0
15035,познание,познание,0.1429,1,8.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
15039,стать специализированным врачом ,стать врач,0.3636,4,7.25,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0
15041,добиться высоких результатов в этой нише,добиться высокий результат этот ниша,1.5277,6,5.83,1,2,0,2,0,1,1,1,0,1,0,0,0,0,0,0.0
15086,2,2,0.125,1,1.0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0.0
15102,постановка новых целей,постановка новый цель,1.1025,3,6.67,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0
15113,найти хорошую работу ,найти хороший работа,0.14120000000000002,4,4.5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0
15118,читать как можно больше ,читать,0.3333,5,4.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
15120,заниматься учебой интенсивнее,заниматься учёба,0.625,3,9.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
15122,заниматься учебой интенсивнее,заниматься учёба,0.625,3,9.0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
15131,быть хорошей мамой  женой,быть хороший мама жена,2.0930999999999997,5,4.2,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
15133,поступить в оксфорд,поступить оксфорд,1.3333,3,5.67,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0
15143,повысить внутреннее удовлетворение собой,повысить внутренний удовлетворение,0.8889,4,9.25,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0.0
15180,благополучие,благополучие,0.5,1,12.0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0.0
15187,развитие тела,развитие тело,0.5238,2,6.0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
15230,повысить уровень английского языка,повысить уровень английский язык,0.2261,4,7.75,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0.0
15243,владение английским языком в совершенстве,владение английский язык совершенство,0.8935,5,7.4,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
15247,разработка малозатратных и безопасных способов очистки сточных вод и выбросов ,разработка малозатратный безопасный способ очистка сточный вода выброс,4.5,11,6.18,0,5,0,3,0,1,0,1,0,0,1,0,0,0,0,0.0
15250,разработать малозатратные и безопасные методы очистки сточных вод и выбросов ,разработать малозатратный безопасный метод очистка сточный вода выброс,3.7,11,6.09,1,4,0,3,0,1,1,1,0,1,0,0,1,0,0,0.0
15268,практика,практика,1.0,1,8.0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0.0
15272,машина,машина,0.1667,1,6.0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
15277,держать нос по ветру,держать нос ветер,3.0,4,4.25,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0.0
15292,устроиться на работу,устроиться работа,0.1651,3,6.0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0.0
15299,заработать ,заработать,0.25,2,5.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0.0
15308,влиятельность,влиятельность,1.0,1,13.0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0.0
15311,профессионализм,профессионализм,0.25,1,15.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
15316,работать на себя,работать,0.1667,3,4.67,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0.0
15333,реализация проектов   способствующих изменениям пространства,реализация проект изменение пространство,1.6333,7,7.71,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
15395,изучить методики современных образовательных техеологий,изучить методика современный образовательный техеология,1.9167,5,10.2,1,2,0,2,0,1,1,1,0,1,1,0,1,0,0,0.0
15415,раширение круга навыков и возможностей,раширение круг навык возможность,1.3328,5,6.8,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0.0
15427,сформулировать цель своей жизни,сформулировать цель свой жизнь,1.153,4,7.0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0
15434,свои знантя умения передать студентам,свой умение передать студент,1.077,5,6.6,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
15443,саморазвитие в сфере профессиональной деятельности  находя средства для достижения поставленных целей,саморазвитие сфера профессиональный деятельность средство достижение цель,1.4228,12,7.5,0,6,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
15461,использовать знания  чтобы решить сложную проблему,использовать знание решить сложный проблема,2.3456,7,6.29,2,2,0,1,0,1,1,1,0,0,0,0,1,0,0,0.0
15502,независимость,независимость,0.5,1,13.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0
15506,машина,машина,0.1667,1,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
15507,купить машину,купить машина,0.3667,2,6.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
15550,найти работу по специальности,найти работа специальность,0.1948,4,6.5,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
15552,признание в коллективе,признание коллектив,0.75,3,6.67,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0
15557,*,,0.0,1,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
15563,расширение кругозора,расширение кругозор,0.11929999999999999,2,9.5,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0
15577,усовершенствовать знание английского,усовершенствовать знание английский,0.3032,3,11.33,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0
15583,развитие способности к стратегическому мышлению,развитие способность стратегический мышление,1.1488,5,8.6,0,3,0,1,0,1,1,1,1,0,0,0,1,1,0,0.0
15594,улучшение навыков в профессиональной деятельности,улучшение навык профессиональный деятельность,0.22769999999999999,5,9.0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0.0
15606,создать научную школу,создать научный школа,0.9762,3,6.33,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0.0
15635,улучшение качества работы,улучшение качество работа,0.2241,3,7.67,0,3,0,0,0,1,1,1,0,1,1,0,0,0,1,0.0
15643,самообразование,самообразование,0.1111,1,15.0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
15660,кто ты есть под небом,есть небо,1.3333,5,3.4,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0.0
15678,развитие своих ключевых навыков,развитие свой ключевой навык,1.06,4,7.0,0,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0.0
15754,получение необходимых знаний,получение необходимый знание,0.417,3,8.67,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1.0
15765,найти новых друзей единомышленников,найти новый друг единомышленник,1.3925,4,8.0,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0.0
15794,встать с дивана и начинать что то делать,встать диван начинать делать,3.3333,8,4.12,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1.0
15818,создать бизнес,создать бизнес,0.2198,2,6.5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
15831,а,,0.0,1,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.0
15858,углубление знаний по разным темам,углубление знание разный тема,0.6552,5,5.8,0,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
15866,компетенции,компетенция,0.0588,1,11.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0
15905,профессиональный рост,профессиональный рост,0.0661,2,10.0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0.0
15925,й,,0.0,1,1.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
15933,получение новых знаний,получение новый знание,0.09530000000000001,3,6.67,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
15948,узнать больше об этом необъятном мире ,узнать необъятный мир,1.1964,7,4.57,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0
15958,выстроить я позиционирование,выстроить позиционирование,2.0,3,8.67,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0
15970,повысить доход,повысить доход,0.38889999999999997,2,6.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
16052,уверенность в себе,уверенность,0.3333,3,5.33,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0
16061,интересные решения и задачи,интересный решение задача,0.6547000000000001,4,6.0,0,2,0,1,0,1,1,1,0,1,0,0,1,0,0,0.0
16069,постоянная работа над собой  над конструированием своей личности избавление от страхов  комплексов прокачка силы духа,постоянный работа конструирование свой личность избавление страх комплекс прокачка сила дух,6.495,17,5.94,0,9,0,2,0,1,1,0,1,1,0,0,0,0,0,0.0
16071,получить второе высшее,получить второе высокий,0.46399999999999997,3,6.67,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.0
16083,развивая себя  развиваем общество и и страну,развивать общество страна,1.0833,8,4.62,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
16092,охватывать важную информацию инновационные технологии,охватывать важный информация инновационный технология,2.2361,5,9.8,1,2,0,2,0,1,0,1,0,1,1,0,0,1,1,0.0
16096,самосовершенствование ,самосовершенствование,0.5,2,10.5,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0.0
16107,сменить работу,сменить работа,1.0222,2,6.5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0
16125,научить людей любить работу,научить человек любить работа,2.0657,4,6.0,2,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0
16136,открыть прибыльный бизнес,открыть прибыльный бизнес,1.2436,3,7.67,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
16156,сила воли,сила воля,1.3333,2,4.0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0
16158,иметь для работадателя документы  подтверждающие моё образование,иметь работадатель документ мой образование,2.3293,8,7.12,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0
16180,стать конкурентоспособных на рынке труда,стать конкурентоспособный рынок труд,1.1136,5,7.2,1,2,0,1,0,0,1,1,0,0,1,0,0,0,0,1.0
16187,выход на новый уровень жизни и дохода ,выход новый уровень жизнь доход,1.4195,8,3.88,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0
16190,проявлять свои таланты в различных конкурсах,проявлять свой талант различный конкурс,2.5145,6,6.5,1,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
16216,создание семьи,создание семья,0.3167,2,6.5,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0
16217,войти в референтную группу,войти референтный группа,3.0,4,5.75,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0
16224,научиться играть на музыкальном инструменте,научиться играть музыкальный инструмент,3.04,5,7.8,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
16235,открыть свою фирму,открыть свой фирма,1.1812,3,5.33,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0
16246,расширение кругозора,расширение кругозор,0.11929999999999999,2,9.5,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0
16268,учить уважать друг друга ,учить уважать друг друг,1.9998999999999998,5,4.2,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0
16273,повышение профессиональных компетенций,повышение профессиональный компетенция,0.1051,3,12.0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0.0
16274,самоутверждение,самоутверждение,0.5,1,15.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0
16276,развитие своей личности не только в интеллектуальном плане  но и физически  нравственно  развитие самоконтроля  эмпатии,развитие свой личность интеллектуальный план развитие самоконтроль эмпатия,2.7704,19,5.32,0,6,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
16299,овладеть современными знаниями и навыками,овладеть современный знание навык,0.4007,5,7.4,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
16311,каждый год проходить курсы повышения квалификации чтобы быть в курсе всех новинок в технологии кондитерского дела,каждый год проходить курс повышение квалификация быть курс весь новинка технология кондитерский дело,4.5634,16,6.12,2,8,0,3,0,1,1,1,0,0,0,0,1,0,0,0.0
16316,самореализация,самореализация,0.1111,1,14.0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
16323,развитие физической выносливости,развитие физический выносливость,2.0238,3,10.0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1.0
16325,у меня одна цель,один цель,0.2576,4,3.25,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0.0
16342,общение с новыми людьми,общение новый человек,0.16620000000000001,4,5.0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0
16345,ездить на форумы,ездить форум,2.0,3,4.67,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0
16350,никогда не сдаваться  если не получается,сдаваться получаться,2.0,7,4.86,2,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0.0
16444,применение полученных знаний в повседневной жизни,применение знание повседневный жизнь,0.8099,6,7.33,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
16448,стать интересным собеседником,стать интересный собеседник,1.1017000000000001,3,9.0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0
16451,личностное развитие,личностный развитие,0.16670000000000001,2,9.0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0.0
16452,улучшить профессиональные навыки,улучшить профессиональный навык,0.1311,3,10.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
16462,получить практические навыки,получить практический навык,0.208,3,8.67,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
16476,развитие как педагога,развитие педагог,0.3571,3,6.33,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0
16479,свободно говорить по английски,говорить,0.5,4,6.75,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
16503,открыть несколько разных бизнесов,открыть разный бизнес,0.38649999999999995,4,7.5,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0.0
16506,освоить основы машинного обучения и анализа больших данных,освоить основа машинный обучение анализ больший данные,2.3810000000000002,8,6.38,1,4,0,2,0,1,0,0,0,0,1,0,0,0,1,0.0
16514,2,2,0.125,1,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0
16519,за год определить профессию  в которой максимально работают сильные стороны,год определить профессия который работать сильный сторона,3.4445,11,5.91,2,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
16526,участие и победы в хакатонах,участие победа хакатон,2.0,5,4.8,0,3,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
16527,повышение уровня своей эрудиции ,повышение уровень свой эрудиция,0.40259999999999996,5,5.6,0,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0
16533,деятельность соответствует общепринятым моральным убеждениям,деятельность соответствовать общепринятый моральный убеждение,3.3125,5,11.2,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0.0
16543,открыть компанию,открыть компания,0.6667,2,7.5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
16575,самообразование,самообразование,0.1111,1,15.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1.0
16576,самообразование,самообразование,0.1111,1,15.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0
16580,знакомство с новыми людьми,знакомство новый человек,0.2551,4,5.75,0,2,0,1,0,1,1,1,0,0,0,0,1,0,0,0.0
16587,увеличить свой кругозор,увеличить свой кругозор,0.5811999999999999,3,7.0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0.0
16589,улучшение навыков  которыми обладаю,улучшение навык который обладать,0.7467,5,6.2,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
16594,осваивать новые технологии,осваивать новый технология,0.6366,3,8.0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
16597,получить новые идеи по организации управления проектом,получить новый идея организация управление проект,1.0478,7,6.86,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
16598,самореализация,самореализация,0.1111,1,14.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
16601,изучить французский язык,изучить французский язык,1.2193,3,7.33,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
16620,получить второе высшее образование ,получить второе высокий образование,0.5075,5,6.2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
16621,получить второе образование ,получить второе образование,0.3964,4,6.25,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
16627,улучшить навыки в творчестве,улучшить навык творчество,0.3626,4,6.25,1,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0.0
16641,повысить уровень теоретически знаний,повысить уровень знание,0.0949,4,8.25,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
16652,интеллектуальный рост,интеллектуальный рост,0.2976,2,10.0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
16669,повышение эффективности самореализации ,повышение эффективность самореализация,0.47219999999999995,4,9.0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0
16670,улучшить навыки в творчестве ,улучшить навык творчество,0.3626,5,5.0,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
16680,разум,разум,0.5,1,5.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
16702,получение новой профессии,получение новый профессия,0.1497,3,7.67,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0.0
16703,расширение кругозора,расширение кругозор,0.11929999999999999,2,9.5,0,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0.0
16711,узнать о завтрашнем дне,узнать завтрашний день,1.5714,4,5.0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0
16722,углубление предметных знаний по большим данным  машинному обучению и искусственному интеллекту,углубление предметный знание больший данные машинный обучение искусственный интеллект,2.2504,12,6.92,0,5,0,4,0,1,1,0,0,0,0,0,1,0,0,0.0
16733,соответствовать требованиям работодателя,соответствовать требование работодатель,2.25,3,12.67,1,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0.0
16738,повышать качество своего образования  совершенствовать знания  методы и приемы работы с детьми,повышать качество свой образование совершенствовать знание метод приём работа ребёнок,1.7693999999999999,14,5.79,2,7,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0
16746,углубление предметных знаний по большим данным  машинному обучению и искусственному интеллекту,углубление предметный знание больший данные машинный обучение искусственный интеллект,2.2504,12,6.92,0,5,0,4,0,1,1,1,0,0,0,0,1,0,0,0.0
16748,учеба,учёба,0.125,1,5.0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0.0
